month_date_yyyymm,county_fips,county_name,median_listing_price
201610,34027,"morris, nj",489900
201610,34013,"essex, nj",309900
201609,34011,"cumberland, nj",135500
201609,34039,"union, nj",289500
201609,34003,"bergen, nj",549700
201609,34017,"hudson, nj",404900
201609,34031,"passaic, nj",310000
201609,34025,"monmouth, nj",459450
201609,34027,"morris, nj",485000
201609,34037,"sussex, nj",239950
201609,34007,"camden, nj",160000
201609,34035,"somerset, nj",536338
201609,34009,"cape may, nj",379900
201609,34005,"burlington, nj",207950
201609,34013,"essex, nj",322500
201609,34015,"gloucester, nj",184950
201609,34021,"mercer, nj",265450
201609,34033,"salem, nj",125950
201609,34023,"middlesex, nj",334250
201609,34041,"warren, nj",242000
201609,34001,"atlantic, nj",223300
201609,34019,"hunterdon, nj",454950
201609,34029,"ocean, nj",299000
201608,34021,"mercer, nj",269694
201608,34013,"essex, nj",324450
201608,34017,"hudson, nj",398500
201608,34001,"atlantic, nj",222000
201608,34039,"union, nj",287000
201608,34009,"cape may, nj",382450
201608,34007,"camden, nj",164450
201608,34011,"cumberland, nj",135000
201608,34019,"hunterdon, nj",466950
201608,34031,"passaic, nj",314450
201608,34015,"gloucester, nj",184950
201608,34029,"ocean, nj",299000
201608,34033,"salem, nj",129950
201608,34005,"burlington, nj",212450
201608,34003,"bergen, nj",549995
201608,34023,"middlesex, nj",330950
201608,34037,"sussex, nj",241250
201608,34025,"monmouth, nj",459950
201608,34027,"morris, nj",488000
201608,34035,"somerset, nj",537000
201608,34041,"warren, nj",239500
201607,34025,"monmouth, nj",464900
201607,34001,"atlantic, nj",224500
201607,34023,"middlesex, nj",330000
201607,34039,"union, nj",289900
201607,34033,"salem, nj",129900
201607,34005,"burlington, nj",220000
201607,34017,"hudson, nj",389000
201607,34003,"bergen, nj",559000
201607,34035,"somerset, nj",549900
201607,34027,"morris, nj",499000
201607,34029,"ocean, nj",299000
201607,34013,"essex, nj",335000
201607,34011,"cumberland, nj",139900
201607,34041,"warren, nj",249000
201607,34031,"passaic, nj",315100
201607,34037,"sussex, nj",245000
201607,34021,"mercer, nj",274900
201607,34019,"hunterdon, nj",479000
201607,34009,"cape may, nj",389900
201607,34015,"gloucester, nj",189900
201607,34007,"camden, nj",164900
